,0
185,1.5372703600838364
186,-1.4208482154498905
187,1.1987261165540244
188,0.5373607260887645
189,0.5133691045007017
190,0.319473090266969
191,0.9233544107277364
192,1.3180130456154078
193,-0.11526471930698667
194,-0.0516502984332176
195,0.6360534142243901
196,0.783937309181012
197,0.29478433341676913
198,-2.5255333383744745
199,0.44057068155820717
200,0.054680544078952134
201,0.5522583905822929
202,0.5129364920283181
203,0.1851536511743422
204,-0.7754822606505293
205,1.9893478184987736
206,0.6752249375922974
207,0.6398301055378466
208,1.2245618609012274
209,-2.3358869096288646
210,0.8866431537851627
211,1.101090468886485
212,-0.48927801250831954
213,0.13782033202133517
214,0.07597536066679626
215,0.49953037257291283
216,1.1077838538103122
217,1.0582110133375795
218,0.37866234344844896
219,1.0613790610436773
220,1.222825797875037
221,0.8810102377673135
222,0.6327185068238547
223,1.1732510937298841
224,-0.11110018110872293
225,0.3423288468428985
226,0.5581630704970464
227,0.8339517220110697
228,0.940210656597802
229,-1.5309572889390313
230,-0.9270583159426122
231,1.6586421560645146
232,-0.6012692251248033
233,0.26834890942246614
234,0.3070086314838033
235,-0.36021973376359717
236,-0.27643614517410475
237,0.44508114739588195
238,1.4456644614938492
239,-1.4987411544593001
240,-0.024555324484767025
241,-1.869062369625895
242,0.7536004526614898
243,-0.2033188731335504
244,-1.100374484434297
245,1.7106861176580346
246,-0.43433467294487754
247,1.6763023868129907
248,-2.107356340106715
249,-1.9383615912908034
250,-1.4727054600774205
251,0.08995606495924324
252,0.9536267661598774
253,1.1868415094068205
254,-0.40158929370594204
255,-2.0810439247295816
256,-0.7904093967012569
257,1.2084083831355636
258,1.1116813014483138
259,0.7347001788262734
260,-0.03200193849460656
261,-0.07312382294074249
262,1.8762700575919893
263,-0.3526181746792053
264,1.2676502620385715
265,-2.716508687361995
266,0.9916130082703457
267,0.26367367031205696
268,0.12089190543698307
269,-0.2576745592806769
270,0.8531590770602957
271,0.9853740331491515
272,-0.27054605162072887
273,0.06731656226764436
274,0.35913977320270174
275,-1.6545088884735264
276,0.02580965286623796
277,0.24074139842766065
278,0.054852967064228667
279,0.3683708762789078
280,0.6558259667416937
281,0.30428632898204044
282,1.0388275720094582
283,1.2848788638124122
284,-0.6719553387048018
285,0.3848516072988022
286,0.8261084141673509
287,-0.7507071482044039
288,0.9173613091689781
289,0.256849358700989
290,-0.6063955469673379
291,0.8875817779215671
292,0.805104407261305
293,0.11644421467407176
294,-0.03560279133241655
295,0.5292012436671351
296,1.298237488250191
297,1.2590566092380675
298,1.2221547109223685
299,0.7474563703693161
300,-2.191939104213221
301,0.0863038272845274
302,-2.537944821525005
303,1.1006871301843657
304,0.010437396683644368
305,-0.425263368483463
306,-0.9611899918851614
307,-0.18075526189164015
308,-0.17322089191389328
309,0.7564867003944364
310,-0.10159139198035146
311,-0.09818602084882677
312,-0.9176951947902294
313,-2.2744945287496936
314,1.355293779411748
315,0.3121671863961405
316,0.2503692878118342
317,0.857349325056329
318,0.5834573550106169
319,1.1296241685216375
320,0.5695745743999238
321,1.3284795844880426
322,0.7699230720793496
323,0.44196697367221754
324,-0.5174953646702711
325,0.07108371872301612
326,0.8252597405661584
327,2.0382265749497366
328,0.607287152607312
329,0.10319036991012462
330,1.762683914605487
331,-0.13016592423474097
332,0.5458992076862937
333,1.2486524295082233
334,-0.04637330491865417
335,-0.020028160952114966
336,0.27340246022768333
337,1.2697302414882072
338,-0.21849357083630064
339,-0.10035290010351756
340,0.5036540782006852
341,-0.031075851877150985
342,0.9673855644574534
343,0.1537023573889908
344,1.0523038221911094
345,-2.6598972895973985
346,0.37590052038171257
347,-0.025359342972094835
348,-0.6111066136289391
349,-2.6432469864802908
350,0.14175074249448377
351,0.4628728965938344
352,1.3162732217882769
353,-0.17358826361834306
354,-0.3270347650146599
355,-0.29505000062503817
356,1.8303776057393186
357,0.5702544997111325
358,1.5616933421594887
359,-1.8448053454566853
360,-0.6174239967099153
361,1.5229183613518882
362,-0.5678582681085931
363,0.42868920780139447
364,0.3538297476864091
365,0.12505021234099875
366,0.6838405389369434
367,0.40377581621604247
368,-0.9891292032921557
369,0.06766868073526014
370,0.4474127218802927
371,-1.9316091166174687
372,-1.7519169996758304
373,-0.06261376115977313
374,0.11652565014771459
375,0.23539047157861392
376,1.353328799788343
377,-2.1714457377001146
378,0.49654926198185567
379,0.1994770023876758
380,0.2982168267052008
381,1.0961513736038424
382,-0.6169857287098035
383,-0.24645157995871703
384,0.879775685974989
385,-0.3200142402860599
386,-2.524107300742361
387,0.6029959403225593
388,0.8468153736603503
389,0.14807788685189988
390,0.04949096621990481
391,0.7236059367268592
392,0.7528760979951754
393,1.1416904242610157
394,0.9163716560477433
395,0.8864841205501331
396,0.7917880715246637
397,-1.7436463131558622
398,-0.6072534550616083
399,0.24159518788498593
400,0.375144568033629
401,0.3985392047840467
402,-0.1484100267228012
403,-1.2939008872110536
404,-1.039216314330798
405,0.3540767731441582
406,0.5726096870891438
407,-0.4538332735487541
408,0.6857084161528109
409,-0.4558891666998717
410,1.1345793973473584
411,0.518861028003598
412,0.7074107463149119
413,-1.2453281019759
414,0.7173318202213811
415,-0.25857083627594324
416,0.06099832964465708
417,1.443299329730903
418,0.6876471240689289
419,-0.6950790229839999
420,1.0346922122946798
421,1.3859886755251623
422,-1.5550851591992503
423,0.8437569907258231
424,0.17431066431761388
425,1.6140117884244802
426,-1.4573035795475122
427,-0.01806857027188256
428,-2.1638192217145713
429,-1.8864931069944924
430,-1.0967806759828866
431,-0.8560561151046071
432,0.2971040063263538
433,1.0717554589440759
434,0.3232769779156256
435,0.4313845082064917
436,-0.17658855408903523
437,1.0779517203377191
438,-0.20306839335070018
439,0.522544371159099
440,0.9131845358062073
441,0.3540988537999147
442,0.8543265465509515
443,-0.6043327134670158
444,0.42576336214441507
445,-0.9090996498218636
446,0.8077872409527072
447,0.10354421309415293
448,0.6557746120936564
449,0.6883770563302649
450,0.6587765632262139
451,0.8292190312466667
452,1.3580782286600404
453,1.2776749114864032
454,0.46732192505324777
455,0.4795154478936574
456,1.121791080853827
457,0.9049168528399871
458,0.3712066950553022
459,0.4392650666716823
460,-1.4319066588530283
461,0.6660707741214399
462,0.3928817263967858
463,0.7246509459070453
464,1.7562194173224426
465,0.8852210379731151
466,0.5178964792758805
467,0.7283598545080043
468,0.5792284377014564
469,0.8845655720360597
470,0.11156313143592775
471,0.2327538412959807
472,0.3540513052183469
473,-0.37892679109655186
474,1.1652172611246143
475,1.3523375872189252
476,-1.1312012103083533
477,-0.07189429797926404
478,0.8918822425425743
479,0.43113281012662974
480,0.5153400178922305
481,0.3317320420726117
482,0.4074056763845973
483,-0.5200206431622538
484,-0.2555485980900081
485,0.3713833056898473
486,-2.4231584939774393
487,0.21356145929001463
488,1.7125370940658056
489,0.42081189840750904
490,0.06762619320998735
491,-0.7308491259548614
492,1.5220212099356027
493,0.32482488710814705
494,1.063496849193413
495,-0.8816666042727339
496,-2.2246639677644886
497,-0.9815131657993484
498,0.46638650269431603
499,0.6335014951943663
500,1.0249542304199146
501,0.4520953718029168
502,0.7595675430379643
503,0.17420918662188878
504,-0.11921142953616863
505,-1.570205418037909
506,0.8314660782043672
507,0.21206342174757536
508,0.252804486234607
509,-0.49788250397228373
510,-1.0951740846809077
511,1.541861124952258
512,0.5839907455909136
513,-0.09691864839027896
514,0.15226619955457982
515,0.7880159679702288
516,0.5087566787332342
517,1.2898957145687675
518,0.3980419126914637
519,-1.276865798956095
520,-1.2903684458004914
521,1.0205455014101728
522,-2.322719306616705
523,0.4961582145972934
524,1.348992759825078
525,-0.07169213787852635
526,0.5549820234423354
527,-0.13277345985370187
528,0.5846033306328395
529,-0.5391883835322482
530,-0.06235229889194993
531,0.48129443770136604
532,-0.8252381131214308
533,-1.35443893447112
534,1.311265767181681
535,0.5024624465943305
536,0.25452529899424603
537,0.4654093459604612
538,1.5254425004664183
539,-0.109083034938769
540,0.8278282146793835
541,1.5376271244877908
542,0.5556921332125997
543,0.19364280340035825
544,0.165481747204046
545,0.08813883368226229
546,0.1632748229321375
547,0.7483758741060289
548,-1.647725861059186
549,1.1807922771721924
550,0.6349068278352046
551,0.20427223884306075
552,1.7417290823685831
553,0.2507699945377806
554,0.4637434044410612
555,0.37048508959578436
556,1.2626554698911858
557,-0.6594988910621314
558,-1.608614130002253
559,0.20601191011048994
560,-0.1370126027747223
561,-1.9520510976227687
562,1.717994775404002
563,0.07471047524245418
564,-0.05185191567332882
565,1.2327582838371285
566,-0.25740624780169336
567,0.5658335594258159
568,0.598984660121098
569,0.08584719608408095
570,-2.6399424557964766
571,0.4992709068686262
572,-1.3646002086756985
573,0.4090324793551437
574,0.5243310528739709
575,-0.19323436338649577
576,-1.212043470125932
577,1.5943125972827095
